Timestamp,Open,High,Low,Close,Volume,period_return,target,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,Cross Entry/Exit,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Returns,Portolio Cumulative Returns,ma_short,ma_long,ma_signal,Entry/Exit,Coins
2019-02-01,3434.1,3488.0,3401.2,3462.07,25260.476159,0.008144783203750672,-0.028951361600318526,3483.228775620705,3562.97344772529,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3473.6614285714286,3624.9849999999997,0,0.0,0.0
2019-02-02,3462.2,3526.4,3440.29,3504.77,17920.802,0.012333661653288308,-0.016963747282799257,3487.6744417936693,3558.6678586563607,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3465.0214285714287,3616.251333333333,0,0.0,0.0
2019-02-03,3504.06,3511.09,3426.0,3458.11,19867.33639,-0.013313284466598296,-0.026114947449054293,3481.5734363455213,3551.2808765414334,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3451.774285714286,3605.1213333333335,0,0.0,0.0
2019-02-04,3458.11,3484.88,3433.31,3463.22,23131.981108,0.0014776857879013061,0.00846497677736835,3477.78620746463,3544.8536549700757,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3455.9271428571424,3594.8633333333332,0,0.0,0.0
2019-02-05,3463.22,3478.97,3448.43,3471.59,25264.41503,0.002416825959656199,0.01775118438951173,3476.507685378751,3539.5384181612235,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3464.5771428571425,3577.663,0,0.0,0.0
2019-02-06,3471.57,3482.72,3380.0,3405.37,35310.244846,-0.019074833145619197,-0.015271038523153813,3461.8297608529333,3529.858611976673,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3457.0328571428577,3558.6603333333337,0,0.0,0.0
2019-02-07,3407.0,3426.45,3390.0,3398.4,18665.538638,-0.002046767311628339,-0.010395736874290185,3448.7426370027206,3520.4231817640257,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3451.932857142857,3540.1026666666667,0,0.0,0.0
2019-02-08,3398.4,3733.58,3373.1,3659.04,47968.058013,0.07669491525423733,0.05689370809948957,3492.1310761634636,3530.3247856466387,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3480.0714285714284,3529.8489999999997,0,0.0,0.0
2019-02-09,3660.27,3680.02,3625.13,3665.18,24759.833719,0.0016780357689447634,0.045769051892135426,3527.833723644918,3539.914877960065,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3502.9871428571428,3532.4923333333336,0,0.0,0.0
2019-02-10,3665.18,3684.99,3609.76,3680.06,23250.602634,0.004059827893855283,0.06418245804789313,3559.2398412656667,3549.8399974303934,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,3534.6942857142853,3535.1173333333336,0,0.0,0.0
2019-02-11,3679.75,3684.9,3615.53,3631.05,24954.614571,-0.013317717645907834,0.048460681100247927,3574.0549569396235,3555.56923767989,1.0,0.0,1.0,0.0,23631.049449195136,0.0,23631.049449195136,-23632.049449195136,-23632.049449195136,3558.6700000000005,3536.7146666666667,1,1.0,6.508048484376457
2019-02-12,3631.05,3667.6,3582.34,3631.46,29479.59823,0.00011291499703935948,0.04605094495605755,3585.8980424923884,3560.9041071931274,1.0,0.0,1.0,0.0,23631.459449257323,23630.459449257323,47261.91889851465,0.9999923829080883,-47262.91889851465,3581.5085714285715,3541.8696666666665,1,0.0,6.507426613333845
2019-02-13,3631.51,3670.0,3591.75,3609.4,25773.997648,-0.006074691721786762,0.05991419434598888,3590.74663193176,3564.301894458164,1.0,0.0,1.0,0.0,23609.399445891286,23608.399445891286,47217.79889178257,-0.0009335212737936471,-47218.79889178257,3610.655714285715,3541.3133333333335,1,0.0,6.541087007782813
2019-02-14,3608.34,3626.4,3568.11,3590.56,21753.501261,-0.005219704105945633,0.05654425612052716,3590.7081289297907,3566.135947727905,1.0,0.0,1.0,0.0,23590.559442983824,23589.559442983824,47180.11888596765,-0.0007980042843861446,-47181.11888596765,3638.1071428571427,3542.563333333333,1,0.0,6.570161602363927
2019-02-15,3590.57,3653.23,3573.45,3602.47,20777.872899,0.003317031326589781,-0.015460339323975725,3593.134643394442,3568.6664886813364,1.0,0.0,1.0,0.0,23602.469444825358,23601.469444825358,47203.938889650715,0.0005048737528754454,-47204.938889650715,3630.0257142857145,3542.9176666666667,1,0.0,6.551746286527122
2019-02-16,3602.49,3648.2,3597.91,3618.41,19565.992751,0.004424741913187313,-0.01276062840024228,3598.3490157327406,3572.1216937102035,1.0,0.0,1.0,0.0,23618.40944727104,23617.40944727104,47235.81889454208,0.0006753674723181113,-47236.81889454208,3623.344285714286,3542.9910000000004,1,0.0,6.5272894578754315
2019-02-17,3617.22,3700.11,3604.4,3667.58,25690.227779,0.013588841507734095,-0.0033912490557219677,3612.6315043465984,3578.7357758438275,1.0,0.0,1.0,0.0,23667.57945468129,23666.57945468129,47334.15890936258,0.0020818949924432673,-47335.15890936258,3621.5614285714287,3545.4146666666666,1,0.0,6.453186966523236
2019-02-18,3667.62,3925.0,3655.0,3898.6,64042.730492,0.0629897643677848,0.07368392062901918,3671.6272216774983,3600.847105088874,1.0,0.0,1.0,0.0,23898.599486995332,23897.599486995332,47796.198973990664,0.009761239563014446,-47797.198973990664,3659.782857142857,3553.191333333333,1,0.0,6.130046551837925
2019-02-19,3897.35,3994.52,3856.0,3907.79,50207.172667,0.0023572564510336846,0.07609336189852023,3720.3478503364618,3622.019481457001,1.0,0.0,1.0,0.0,23907.78948820177,23906.78948820177,47814.57897640354,0.00038454945806210006,-47815.57897640354,3699.258571428571,3565.475,1,0.0,6.117982155694593
2019-02-20,3907.35,3986.98,3870.66,3969.74,36205.14085,0.015852950132939636,0.09983376738516081,3771.797631187549,3645.9564834452353,1.0,0.0,1.0,0.0,23969.739496188668,23968.739496188668,47938.478992377335,0.0025912602102997617,-47939.478992377335,3750.735714285714,3580.2363333333333,1,0.0,6.038113200408255
2019-02-21,3969.74,4016.48,3901.03,3937.31,31103.884728,-0.008169300760251241,0.09657267947061188,3805.942909926316,3665.9757024353225,1.0,0.0,1.0,0.0,23937.30949203898,23936.30949203898,47873.61898407796,-0.0013529842761529354,-47874.61898407796,3800.2714285714287,3592.449,1,0.0,6.079610061701766
2019-02-22,3937.31,3988.0,3926.65,3962.0,23943.16375,0.006270778780436359,0.09980096989010323,3838.137528337692,3686.280442687825,1.0,0.0,1.0,0.0,23961.999495204444,23960.999495204444,47922.99899040889,0.0010314659175305607,-47923.99899040888,3851.632857142857,3606.088333333333,1,0.0,6.047955450581637
2019-02-23,3962.0,4162.02,3933.15,4117.76,33657.942883,0.03931347804139329,0.13800260335340675,3895.8236718225594,3715.8282585082916,1.0,0.0,1.0,0.0,24117.759514299036,24116.759514299036,48234.51902859807,0.006500428703377414,-48235.51902859806,3922.968571428571,3624.3596666666667,1,0.0,5.857009518354405
2019-02-24,4118.0,4198.0,3712.66,3743.56,62224.18689,-0.09087465029530628,0.020716657850680775,3864.4116809274074,3717.724464953671,1.0,0.0,1.0,0.0,23743.559465749182,23742.559465749182,47486.118931498364,-0.01551586109226022,-47487.11893149835,3933.8228571428576,3630.302,1,0.0,6.34250805803812
2019-02-25,3743.56,3872.66,3740.0,3827.92,38102.966245,0.022534699590763818,-0.018129584979223234,3856.8834519871702,3725.248670653796,1.0,0.0,1.0,0.0,23827.919477523043,23826.919477523043,47654.838955046085,0.003553038811007214,-47655.83895504607,3923.725714285714,3639.0576666666666,1,0.0,6.224769451170098
2019-02-26,3828.44,3841.51,3777.0,3809.23,28838.748036,-0.004882547179669405,-0.025221416708676725,3847.0525550245384,3730.9754353784147,1.0,0.0,1.0,0.0,23809.229474959506,23808.229474959506,47617.45894991901,-0.0007843905455715561,-47618.458949919,3909.6457142857143,3647.6706666666664,1,0.0,6.250404799647043
2019-02-27,3809.31,3838.85,3677.17,3818.07,31500.995466,0.002320678982366653,-0.03820653241774008,3841.073461983134,3736.9072344627084,1.0,0.0,1.0,0.0,23818.069476175137,23817.069476175137,47635.13895235027,0.0003712924381340521,-47636.13895235026,3887.9785714285713,3660.4680000000003,1,0.0,6.238248506752138
2019-02-28,3818.04,3888.0,3763.87,3813.69,32561.961044,-0.0011471764530247563,-0.03139707058880303,3835.424262791783,3742.1307642248044,1.0,0.0,1.0,0.0,23813.689475573527,23812.689475573527,47626.37895114705,-0.00018389788286299336,-47627.37895114704,3870.318571428572,3673.889666666667,1,0.0,6.24426460346109
2019-03-01,3814.26,3857.0,3813.01,3823.0,23174.57217,0.0024412052369227055,-0.0350832912670368,3832.861141972696,3747.6264547173237,1.0,0.0,1.0,0.0,23822.99947685064,23821.99947685064,47644.99895370128,0.00039095986225046175,-47645.998953701266,3850.461428571429,3686.0503333333336,1,0.0,6.231493454577724
2019-03-02,3822.17,3841.31,3772.25,3819.93,19445.838355,-0.0008030342662830314,-0.07232815899906753,3830.193452582617,3752.535177017492,1.0,0.0,1.0,0.0,23819.929476430196,23818.929476430196,47638.85895286039,-0.00012886978645665348,-47639.85895286038,3807.914285714286,3698.911333333333,1,0.0,6.235697899288782
2019-03-03,3819.97,3835.0,3781.32,3807.75,16718.16541,-0.003188540104137938,0.017146780070307344,3825.563377911931,3756.2802792900725,1.0,0.0,1.0,0.0,23807.749474755434,23806.749474755434,47614.49894951087,-0.0005113473304142468,-47615.49894951085,3817.0842857142857,3710.434,1,0.0,6.252445532074173
2019-03-04,3807.32,3830.0,3670.69,3715.3,34742.84166,-0.02427943010964473,-0.029420677548120056,3802.816092436411,3753.5030661110923,1.0,0.0,1.0,0.0,23715.299461685463,23714.299461685463,47429.598923370926,-0.0038832714870318252,-47430.59892337091,3800.9957142857143,3717.451666666667,1,0.0,6.3831452269494955
2019-03-05,3716.1,3877.1,3703.55,3857.73,32962.536162,0.03833606976556392,0.012732231973390906,3814.1448060859543,3760.5608098634734,1.0,0.0,1.0,0.0,23857.7294815604,23856.7294815604,47714.4589631208,0.006005955062156509,-47715.458963120785,3807.924285714286,3730.7723333333333,1,0.0,6.184395870514629
2019-03-06,3857.58,3907.0,3813.09,3861.84,24775.11883,0.0010653933790079062,0.011463907157281072,3823.9843018494266,3767.413819562985,1.0,0.0,1.0,0.0,23861.839482112155,23860.839482112155,47722.67896422431,0.00017227484670545579,-47723.67896422429,3814.1771428571433,3744.059666666667,1,0.0,6.178878327976341
2019-03-07,3861.84,3905.4,3840.4,3873.64,26455.257661,0.003055538292627169,0.015719683561065567,3834.2282481982743,3774.596554903629,1.0,0.0,1.0,0.0,23873.63948368976,23872.63948368976,47746.27896737952,0.0004945238546416597,-47747.278967379505,3822.7414285714285,3757.4613333333336,1,0.0,6.163102271684968
2019-03-08,3873.63,3932.0,3800.0,3864.89,34730.366592,-0.0022588573021756764,0.010957363327229963,3840.5537524174315,3780.6979923615922,1.0,0.0,1.0,0.0,23864.889482520848,23863.889482520848,47728.778965041696,-0.00036652075756060665,-47729.77896504168,3828.725714285714,3772.7786666666666,1,0.0,6.174791386694278
2019-03-09,3864.88,3971.75,3854.75,3943.04,30979.747653,0.020220497866692222,0.03222833926276136,3861.696613908004,3791.6613496753357,1.0,0.0,1.0,0.0,23943.03949277715,23942.03949277715,47885.0789855543,0.0032747542238003025,-47886.07898555428,3846.312857142857,3790.9333333333334,1,0.0,6.072228405691332
2019-03-10,3943.43,3943.43,3881.69,3916.82,23187.561412,-0.006649691608505037,0.028644212461427454,3873.06854054073,3800.108846136976,1.0,0.0,1.0,0.0,23916.81948938169,23915.81948938169,47832.63897876338,-0.001095122069376453,-47833.63897876337,3861.8942857142856,3799.5260000000003,1,0.0,6.106182946722517
2019-03-11,3915.99,3936.98,3830.0,3871.61,38066.885705,-0.011542526845757517,0.04207197265362139,3872.76764437175,3804.932223656256,1.0,0.0,1.0,0.0,23871.609483419044,23870.609483419044,47742.21896683809,-0.0018903412785866713,-47743.218966838074,3884.2242857142855,3806.4069999999997,1,0.0,6.165809439333777
2019-03-12,3871.61,3905.2,3826.06,3882.73,26921.008622,0.0028721901224555424,0.006480495006130571,3874.822873220319,3810.1777839835363,1.0,0.0,1.0,0.0,23882.72948489851,23881.72948489851,47764.45896979702,0.00046583513377074226,-47765.458969797,3887.7957142857144,3813.1626666666666,1,0.0,6.151014746041706
2019-03-13,3882.69,3893.56,3840.0,3866.0,24461.008757,-0.004308823946037932,0.001077206720112578,3873.00271902955,3813.9399041641645,1.0,0.0,1.0,0.0,23865.999482669424,23864.999482669424,47730.99896533885,-0.00070052095595452,-47731.998965338826,3888.39,3820.9943333333335,1,0.0,6.173305608553912
2019-03-14,3866.0,3920.0,3810.43,3877.12,27048.74853,0.002876357992757317,0.0008983798184654113,3873.8521119600227,3818.19608604148,1.0,0.0,1.0,0.0,23877.119484153183,23876.119484153183,47753.23896830637,0.0004659446366013231,-47754.23896830635,3888.887142857143,3829.183,1,0.0,6.158468008251791
2019-03-15,3877.12,3939.22,3872.2,3923.76,21740.061498,0.012029547705513455,0.015231998840846694,3884.1480833187584,3825.304655228736,1.0,0.0,1.0,0.0,23923.75949028483,23922.75949028483,47846.51898056966,0.0019533756092482424,-47847.51898056964,3897.297142857143,3839.6616666666664,1,0.0,6.097151581718767
2019-03-16,3924.46,4056.98,3921.98,4005.98,28568.376124,0.020954390686484414,0.01596230319753289,3909.281944242967,3837.4666293722685,1.0,0.0,1.0,0.0,24005.979500746384,24004.979500746384,48010.95900149277,0.0034368230840342573,-48011.959001492745,3906.2885714285717,3853.509,1,0.0,5.992536033816041
2019-03-17,4005.98,4012.0,3950.01,3981.14,18814.255577,-0.006200729908786395,0.016421484775914985,3924.1062236277635,3847.1344995127515,1.0,0.0,1.0,0.0,23981.13949763133,23980.13949763133,47961.27899526266,-0.0010347638802332693,-47962.27899526264,3915.477142857143,3866.1313333333333,1,0.0,6.023686556521834
2019-03-18,3981.85,4037.0,3953.33,3987.81,22454.47801,0.0016753995086835616,0.030013353617745597,3937.2482793820145,3856.597578755222,1.0,0.0,1.0,0.0,23987.809498471594,23986.809498471594,47974.61899694319,0.000278141074633087,-47975.61899694316,3932.077142857143,3878.4446666666668,1,0.0,6.0152839524630295
2019-03-19,3987.83,4031.0,3970.0,4015.53,19893.741815,0.006951183732424537,0.03420273879461111,3953.3977573615657,3867.2855539921843,1.0,0.0,1.0,0.0,24015.529501933743,24014.529501933743,48030.059003867485,0.0011556111978259231,-48031.059003867456,3951.0485714285714,3890.0429999999997,1,0.0,5.9806624535076915
2019-03-20,4017.48,4050.0,3980.5,4043.04,23432.300255,0.00685090137540989,0.045794102431453654,3971.890905041078,3879.1014593457207,1.0,0.0,1.0,0.0,24043.039505322726,24042.039505322726,48085.07901064545,0.0011455327750802269,-48086.07901064542,3976.34,3894.8576666666663,1,0.0,5.946772603121098
2019-03-21,4043.04,4069.32,3880.01,3980.64,35997.682119,-0.015433930903478554,0.026700231099372695,3973.6958387426666,3885.926065025232,1.0,0.0,1.0,0.0,23980.63949756823,23979.63949756823,47960.27899513646,-0.00259540003004588,-47961.27899513643,3991.128571428572,3897.2859999999996,1,0.0,6.024317571437817
2019-03-22,3980.85,4008.0,3968.25,3986.93,20022.606318,0.0015801479159129883,0.016099353681162887,3976.426039265241,3892.7130762232746,1.0,0.0,1.0,0.0,23986.929498360892,23985.929498360892,47972.858996721785,0.00026230042545405396,-47973.85899672175,4000.152857142857,3897.859,1,0.0,6.016390931960404
2019-03-23,3987.89,4018.83,3978.01,4006.01,17302.604318,0.004785637069123494,7.488804237620883e-06,3982.529194832775,3900.3243818910123,1.0,0.0,1.0,0.0,24006.009500750122,24005.009500750122,48011.019001500244,0.0007954498767952511,-48012.01900150021,4000.157142857143,3900.149,1,0.0,5.992498645971957
2019-03-24,4006.01,4006.02,3950.0,3992.18,17179.850648,-0.0034523128998680264,0.002773075048855267,3984.52015087002,3906.4939421131776,1.0,0.0,1.0,0.0,23992.179499020585,23991.179499020585,47983.35899804117,-0.0005761178169996217,-47984.358998041134,4001.7342857142858,3901.155,1,0.0,6.00979402206829
2019-03-25,3991.35,3999.3,3888.71,3936.12,33192.890217,-0.014042452995606358,-0.012962001700181358,3974.535225173722,3908.4834057512803,1.0,0.0,1.0,0.0,23936.11949188541,23935.11949188541,47871.23898377082,-0.0023366437158959252,-47872.23898377078,3994.3499999999995,3895.1003333333333,1,0.0,6.081145770933155
2019-03-26,3935.47,3958.98,3894.0,3948.55,29349.537627,0.003157932176864664,-0.01668023897219051,3969.1744868756177,3911.1734784656824,1.0,0.0,1.0,0.0,23948.54949348495,23947.54949348495,47896.0989869699,0.0005193097928279933,-47897.09898696986,3984.781428571429,3901.9333333333334,1,0.0,6.065150370005432
2019-03-27,3948.77,4048.0,3936.15,4038.05,32364.555852,0.022666548479821635,-0.0012342197950057088,3983.3834690322196,3919.690499406171,1.0,0.0,1.0,0.0,24038.04950471143,24037.04950471143,48075.09900942286,0.003737256817129442,-48076.09900942282,3984.0685714285714,3908.9376666666667,1,0.0,5.952885552361023
2019-03-28,4039.58,4039.7,4002.0,4027.81,20089.293875,-0.0025358774656084604,0.011849853289923162,3992.5486390167734,3926.947219743087,1.0,0.0,1.0,0.0,24027.80950345225,24026.80950345225,48054.6190069045,-0.0004260002150874298,-48055.61900690445,3990.807142857143,3916.2236666666668,1,0.0,5.965477394279335
2019-03-29,4028.22,4123.71,4024.03,4103.25,30084.217444,0.018729781196233253,0.02917533039205611,4015.3862715872547,3938.7784559366146,1.0,0.0,1.0,0.0,24103.24951258149,24102.24951258149,48205.49902516298,0.003139760992315832,-48206.49902516293,4007.424285714286,3925.7296666666666,1,0.0,5.874184978390663
2019-03-30,4104.24,4140.0,4052.0,4106.97,19509.292601,0.0009065984280753892,0.025202133793974513,4034.2799466048154,3950.0637821440937,1.0,0.0,1.0,0.0,24106.96951302298,24105.96951302298,48212.93902604596,0.00015433925658769887,-48213.93902604591,4021.847142857143,3935.5056666666665,1,0.0,5.869770052623462
2019-03-31,4106.99,4116.12,4082.57,4103.95,13525.087433,-0.0007353352958507919,0.02799723459363057,4048.652841985526,3960.387895740184,1.0,0.0,1.0,0.0,24103.94951266463,24102.94951266463,48206.89902532926,-0.00012527758810643164,-48207.89902532921,4037.8142857142857,3944.8706666666667,1,0.0,5.873353601448514
2019-04-01,4102.44,4158.7,4067.0,4144.56,25507.067641,0.009895344728859001,0.05295570257004378,4068.43843824988,3972.7423568217364,1.0,0.0,1.0,0.0,24144.55951743973,24143.55951743973,48288.11903487946,0.0016848212847611066,-48289.11903487941,4067.591428571429,3955.6916666666666,1,0.0,5.825602601347243
2019-04-02,4144.54,4897.99,4140.54,4857.29,105383.639263,0.17196759125214722,0.2301452431905382,4231.178100591333,4032.0719886637844,1.0,0.0,1.0,0.0,24857.289588247768,24856.289588247768,49713.579176495536,0.029519893715189705,-49714.57917649548,4197.411428571429,3990.676333333334,1,0.0,5.117522237347939
2019-04-03,4857.19,5275.01,4753.5,4932.6,109890.125743,0.015504530303934949,0.2215301940292964,4375.881069556056,4092.4670519072843,1.0,0.0,1.0,0.0,24932.599594534324,24931.599594534324,49864.19918906865,0.0030297559553773556,-49865.19918906859,4325.204285714286,4031.2529999999997,1,0.0,5.054656691102932
